"Site_ID","Lake","LID","Monitoring_ID","Lat","Lon","Site_size","DHT","Date_Time","Weather","Lake_water_clarity_m","Sediment_sample","Macrophyte_sample","Distance_5m","Distance_20m","Distance_deep","Calculated_slope","Notes","Size_m2","Perimter_m","Size_km2","Perimter_km","Catchment_size_km2","Mean_depth_m","Max_depth_m","Volume_km3","Elevation_m","Mixing","TLI","Trophic_state","LakeSPI","Shear_stress","Bottom_visible","Water_clarity","Depth_10m","Slope","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Sructure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Turf","Rock_size","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","Vegetation_nearby","Vegetation_species","Wood_cover","Other","Emergent_Native","Emergent_Non_Native","Submerged_Native","Submerged_Non_Native","Total_Individuals_Bullies","Total_Individuals_Morihana","Total_Individuals_Kōura","Total_Individuals_Common_smelt","Total_Individuals_Eel","Total_Individuals_Kōaro","Total_Individuals_Trout","Total_Individuals_Mosquitofish","Total_Individuals_Catfish","Weighted_CPUE_Bullies","Weighted_CPUE_Morihana","Weighted_CPUE_Kōura","Weighted_CPUE_Common_smelt","Weighted_CPUE_Eel","Weighted_CPUE_Kōaro","Weighted_CPUE_Trout","Weighted_CPUE_Mosquitofish","Weighted_CPUE_Catfish","Weighted_BCUE_Bullies","Weighted_BCUE_Morihana","Weighted_BCUE_Kōura","Weighted_BCUE_Common_smelt","Weighted_BCUE_Eel","Weighted_BCUE_Kōaro","Weighted_BCUE_Trout","Weighted_BCUE_Mosquitofish","Weighted_BCUE_Catfish","Total_Weight_Bullies","Total_Weight_Morihana","Total_Weight_Kōura","Total_Weight_Common_smelt","Total_Weight_Eel","Total_Weight_Kōaro","Total_Weight_Trout","Total_Weight_Mosquitofish","Total_Weight_Catfish","Mean_Length_Bullies","Mean_Length_Morihana","Mean_Length_Kōura","Mean_Length_Common_smelt","Mean_Length_Eel","Mean_Length_Kōaro","Mean_Length_Trout","Mean_Length_Mosquitofish","Mean_Length_Catfish","Mean_Weight_Bullies","Mean_Weight_Morihana","Mean_Weight_Kōura","Mean_Weight_Common_smelt","Mean_Weight_Eel","Mean_Weight_Kōaro","Mean_Weight_Trout","Mean_Weight_Mosquitofish","Mean_Weight_Catfish","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Morihana","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Mosquitofish","Weighted_CPUE_numerator_Catfish","Weighted_BCUE_numerator_Bullies","Weighted_BCUE_numerator_Morihana","Weighted_BCUE_numerator_Kōura","Weighted_BCUE_numerator_Common_smelt","Weighted_BCUE_numerator_Eel","Weighted_BCUE_numerator_Kōaro","Weighted_BCUE_numerator_Trout","Weighted_BCUE_numerator_Mosquitofish","Weighted_BCUE_numerator_Catfish","Total_Effort_sum_Bullies","Total_Effort_sum_Morihana","Total_Effort_sum_Kōura","Total_Effort_sum_Common_smelt","Total_Effort_sum_Eel","Total_Effort_sum_Kōaro","Total_Effort_sum_Trout","Total_Effort_sum_Mosquitofish","Total_Effort_sum_Catfish","Min_Length_Bullies","Min_Length_Morihana","Min_Length_Kōura","Min_Length_Common_smelt","Min_Length_Eel","Min_Length_Kōaro","Min_Length_Trout","Min_Length_Mosquitofish","Min_Length_Catfish","Max_Length_Bullies","Max_Length_Morihana","Max_Length_Kōura","Max_Length_Common_smelt","Max_Length_Eel","Max_Length_Kōaro","Max_Length_Trout","Max_Length_Mosquitofish","Max_Length_Catfish","Min_Weight_Bullies","Min_Weight_Morihana","Min_Weight_Kōura","Min_Weight_Common_smelt","Min_Weight_Eel","Min_Weight_Kōaro","Min_Weight_Trout","Min_Weight_Mosquitofish","Min_Weight_Catfish","Max_Weight_Bullies","Max_Weight_Morihana","Max_Weight_Kōura","Max_Weight_Common_smelt","Max_Weight_Eel","Max_Weight_Kōaro","Max_Weight_Trout","Max_Weight_Mosquitofish","Max_Weight_Catfish","Richness","Abundance","Presence_Kōura","Presence_Kōaro","Presence_Bullies","Presence_Common_smelt","Presence_Trout","Presence_Morihana","Presence_Eel","Presence_Catfish","Presence_Mosquitofish","Dragonfly larvae Small","Diving beetle","NA","Caddishfly","Damselfly larvae","Dragonfly larvae Large","Snails","Invertebrates_Richness","Invertebrates_Abundance","Presence_rocks","Slope_5m","Site_ID_","Monitoring_ID_","Monitoring","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Habitat_Type"
71,"Rotorua",11133,"71_0",-38.03695,176.2407,NA,"Sandy",2025-02-20 09:42:00,"Sunny",3.4,1,1,700.069250211094,4451.62589357694,699.19990193821,0.00715103075120549,NA,80632851.4203681,45495.9650385472,80.6328514203681,45.4959650385472,508,11,45,0.802,280,"Polymictic",4.2,"Eutrophic",22.4,NA,1,NA,0.5,0.05,100,"Willow",100,0,0,0,0,0,0,100,0,0,0,NA,21.8,7.61,86.8,149.1,159.841337907376,7.51,0,NA,30,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,579.25,0,0,0,1025,0,0,0,0,2317,NA,NA,NA,4100,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,386.166666666667,NA,NA,NA,1366.66666666667,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,2317,NA,NA,NA,4100,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,NA,NA,NA,220,NA,NA,NA,500,NA,NA,NA,NA,535,NA,NA,NA,3000,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00714215057794973,11,"11_0","0",2025-02-20,"09:42:00",2025,"Feb",20,"Summer",1740044520,"Sandy"
72,"Rotorua",11133,"72_0",-38.12632,176.2862,NA,"Sandy",2025-02-20 13:30:00,"Sunny",3.4,1,1,555.806656737179,1510.68334744727,549.720730064047,0.0090955274679517,NA,80632851.4203681,45495.9650385472,80.6328514203681,45.4959650385472,508,11,45,0.802,280,"Polymictic",4.2,"Eutrophic",22.4,NA,1,NA,0.5,0.05,10,"Willow",10,0,0,0,0,0,0,100,0,0,0,NA,23.4,10.19,119.6,176.7,182.843543046358,7.19,0,NA,4,NA,0,0,0,0,5,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,951.75,0,0,0,0,0,0,0,0,3807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3807,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899593399861765,12,"12_0","0",2025-02-20,"13:30:00",2025,"Feb",20,"Summer",1740058200,"Sandy"
73,"Rotoiti",54730,"73_0",-38.01677,176.421,NA,"Rocky",2025-01-16 13:05:00,"Cloudy",3.5,1,1,142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,0.75,0.075,100,"Native forest",0,0,0,0,0,70,10,20,0,0,0,10.505,20.7,10.42,116.1,144,158.293943058151,9.01,1,"Hornwort",1,NA,0,0,0,0,27,0,24,66,0,0,0,0,0,6.75,0,6,16.5,0,0,0,0,0,420.75,0,124.5,12.25,0,0,0,0,0,1683,NA,498,49,NA,NA,NA,NA,NA,NA,NA,27.7561904761905,NA,NA,NA,NA,NA,NA,214.125,NA,16.7142857142857,24.5,NA,NA,NA,NA,NA,27,NA,24,66,NA,NA,NA,NA,NA,1683,NA,498,49,NA,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,40.02,NA,NA,NA,NA,NA,NA,10,NA,3,19,NA,NA,NA,NA,NA,555,NA,40,30,NA,NA,NA,NA,NA,3,24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0350396122081481,13,"13_0","0",2025-01-16,"13:05:00",2025,"Jan",16,"Summer",1737032700,"Rocky"
74,"Rotoiti",54730,"74_0",-38.05556,176.4599,NA,"Sandy",2025-01-16 14:09:00,"Rain",3.5,1,1,42.5585645107225,120.762133732937,120.328662180719,0.166211438218788,"1 fyke little loose",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,0.7,0.07,100,"Native forest",100,0,0,0,10,0,0,80,0,0,10,NA,21.5,9.89,112.1,146.9,158.553696708041,9.02,0,NA,0,NA,0,0,0,0,9,2,0,7,0,0,1,0,0,2.25,0.5,0,1.75,0,0,0.25,0,0,138.25,2.5,0,1.5,0,0,3,0,0,553,10,NA,6,NA,NA,12,NA,NA,NA,79,NA,NA,NA,NA,94,NA,NA,140.25,10,NA,6,NA,NA,12,NA,NA,9,2,NA,7,NA,NA,1,NA,NA,553,10,NA,6,NA,NA,12,NA,NA,4,4,NA,4,NA,NA,4,NA,NA,NA,76,NA,NA,NA,NA,94,NA,NA,NA,82,NA,NA,NA,NA,94,NA,NA,8,10,NA,6,NA,NA,12,NA,NA,477,10,NA,6,NA,NA,12,NA,NA,4,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.117485165617846,14,"14_0","0",2025-01-16,"14:09:00",2025,"Jan",16,"Summer",1737036540,"Sandy"
75,"Rotoiti",54730,"75_0",-38.03939,176.3589,NA,"Rocky",2025-01-15 11:15:00,"Sunny",3.5,0,0,46.7677196892938,127.574766026363,127.470750970965,0.156898738319629,"Badrock and to deep",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,0,3.5,8,0.8,100,"Native forest",100,0,0,100,0,0,0,0,0,0,0,NA,22.3,9.74,111.6,153.4,162.620587299905,8.08,0,NA,2,NA,0,0,0,0,93,0,3,0,0,0,0,0,0,23.25,0,0.75,0,0,0,0,0,0,21.25,0,9,0,0,0,0,0,0,85,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,23.2366666666667,NA,NA,NA,NA,NA,NA,42.5,NA,12,NA,NA,NA,NA,NA,NA,93,NA,3,NA,NA,NA,NA,NA,NA,85,NA,36,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,21.25,NA,NA,NA,NA,NA,NA,NA,NA,24.66,NA,NA,NA,NA,NA,NA,4,NA,8,NA,NA,NA,NA,NA,NA,81,NA,17,NA,NA,NA,NA,NA,NA,2,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0.106911348965013,15,"15_0","0",2025-01-15,"11:15:00",2025,"Jan",15,"Summer",1736939700,"Rocky"
76,"Rotoiti",54730,"76_0",-38.03097,176.3427,NA,"Sandy",2025-01-15 10:00:00,"Sunny",3.5,1,1,76.2907215469976,1089.87830649679,1089.20462436359,0.0183620226655627,"Kakahi a lot",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,0.6,0.06,100,"Bushes",30,0,0,0,0,0,0,90,0,0,10,NA,21.5,6.8,77.3,181.6,196.006475984889,8.24,0,NA,10,NA,0,0,0,0,267,0,8,0,0,0,0,0,2,66.75,0,2,0,0,0,0,0,0.5,173.75,0,36,0,0,0,0,0,0,695,NA,144,NA,NA,NA,NA,NA,0,NA,NA,26.7625,NA,NA,NA,NA,NA,385,139,NA,18,NA,NA,NA,NA,NA,NA,267,NA,8,NA,NA,NA,NA,NA,2,695,NA,144,NA,NA,NA,NA,NA,0,4,NA,4,NA,NA,NA,NA,NA,4,NA,NA,19.63,NA,NA,NA,NA,NA,385,NA,NA,39.44,NA,NA,NA,NA,NA,385,19,NA,5,NA,NA,NA,NA,NA,NA,386,NA,49,NA,NA,NA,NA,NA,NA,3,10,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.0655387693104965,16,"16_0","0",2025-01-15,"10:00:00",2025,"Jan",15,"Summer",1736935200,"Sandy"
77,"Rotoiti",54730,"77_0",-38.0251180435452,176.463774952595,NA,"Rocky",2025-01-16 13:30:00,"Rain",3.5,0,0,69.8757860966601,108.311478633236,107.901207823091,0.185354737018245,"Too deep",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,2,0.2,100,"Native forest",100,0,0,0,100,0,0,0,0,0,0,NA,20.6,9.77,108.6,143.2,157.778757161745,8.91,0,NA,0,NA,0,0,0,0,18,1,23,195,0,0,0,0,0,4.5,0.25,5.75,48.75,0,0,0,0,0,121.25,24.75,63.75,27.5,0,0,0,0,0,485,99,255,110,NA,NA,NA,NA,NA,NA,153,25.1837083333333,NA,NA,NA,NA,NA,NA,126.75,99,11.125,55,NA,NA,NA,NA,NA,18,1,23,195,NA,NA,NA,NA,NA,485,99,255,110,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,153,19.15,NA,NA,NA,NA,NA,NA,NA,153,35.11,NA,NA,NA,NA,NA,NA,22,99,3,48,NA,NA,NA,NA,NA,272,99,27,62,NA,NA,NA,NA,NA,4,24,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0715555456232497,17,"17_0","0",2025-01-16,"13:30:00",2025,"Jan",16,"Summer",1737034200,"Rocky"
78,"Rotoiti",54730,"78_0",-38.04199,176.3709,NA,"Sandy",2025-01-15 12:30:00,"Sunny",3.5,1,1,134.630729995109,367.646537523441,365.236397766362,0.0547590550183714,"Kakahi",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,0.6,0.06,100,"Blackberries",0,0,1,0,0,0,10,90,0,0,0,NA,23.8,10.47,124.1,158.6,162.700041034058,8.43,0,NA,0,NA,0,0,0,0,1,0,0,44,0,0,0,0,1,0.25,0,0,11,0,0,0,0,0.25,247.75,12.75,0,13.75,0,0,0,0,24.75,991,51,NA,55,NA,NA,NA,NA,99,NA,98,NA,NA,NA,NA,NA,NA,189,495.5,25.5,NA,55,NA,NA,NA,NA,99,1,0,NA,44,NA,NA,NA,NA,1,991,51,NA,55,NA,NA,NA,NA,99,4,4,NA,4,NA,NA,NA,NA,4,NA,70,NA,NA,NA,NA,NA,NA,189,NA,126,NA,NA,NA,NA,NA,NA,189,456,9,NA,55,NA,NA,NA,NA,99,535,42,NA,55,NA,NA,NA,NA,99,3,1,0,0,1,1,0,1,0,1,0,7,0,0,0,0,0,0,1,7,0,0.0371386235533421,18,"18_0","0",2025-01-15,"12:30:00",2025,"Jan",15,"Summer",1736944200,"Sandy"
79,"Rotoiti",54730,"79_0",-38.0126473390111,176.369793141525,NA,"Emergent Macrophyte",2025-01-16 12:17:00,"Little Rain",3.5,1,1,109.038802370766,1088.63526201911,1087.1160731861,0.0183972995095035,"Re located a little",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,1.55,0.155,100,"Flax",20,0,0,0,0,0,0,0,0,100,0,NA,21.6,9.13,103.7,146.2,157.441309498169,8.63,0,NA,5,NA,10,0,0,0,227,5,0,0,0,0,0,0,3,56.75,1.25,0,0,0,0,0,0,0.75,208.5,108.5,0,0,0,0,0,0,0,834,434,NA,NA,NA,NA,NA,NA,0,NA,135.2,NA,NA,NA,NA,NA,NA,357.333333333333,145,86.8,NA,NA,NA,NA,NA,NA,NA,227,5,NA,NA,NA,NA,NA,NA,3,834,434,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,NA,4,NA,55,NA,NA,NA,NA,NA,NA,290,NA,191,NA,NA,NA,NA,NA,NA,405,18,4,NA,NA,NA,NA,NA,NA,NA,507,203,NA,NA,NA,NA,NA,NA,NA,3,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0.0458552358544662,19,"19_0","0",2025-01-16,"12:17:00",2025,"Jan",16,"Summer",1737029820,"Muddy"
80,"Rotoiti",54730,"80_0",-38.0328958552285,176.352020200434,NA,"Emergent Macrophyte",2025-01-15 10:50:00,"Sunny",3,1,1,76.2622537040705,473.881552906032,471.962074330421,0.042376286332698,"Re located a little",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,3,1,0.1,100,"Raupō",0,0,0,0,0,0,0,0,0,100,0,NA,22,8.8,100.4,154.5,164.887940234792,8.36,0,NA,0,NA,90,10,0,10,68,2,1,0,0,0,0,0,1,17,0.5,0.25,0,0,0,0,0,0.25,52.5,30.75,0.05,0,0,0,0,0,0,210,123,0.2,NA,NA,NA,NA,NA,0,NA,134.5,7.02,NA,NA,NA,NA,NA,48,69.25,61.5,0.2,NA,NA,NA,NA,NA,NA,68,2,1,NA,NA,NA,NA,NA,1,210,123,0.2,NA,NA,NA,NA,NA,0,4,4,4,NA,NA,NA,NA,NA,4,NA,114,7.02,NA,NA,NA,NA,NA,48,NA,155,7.02,NA,NA,NA,NA,NA,48,66,35,0.2,NA,NA,NA,NA,NA,NA,77,88,0.2,NA,NA,NA,NA,NA,NA,4,4,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0.0655632341971179,20,"20_0","0",2025-01-15,"10:50:00",2025,"Jan",15,"Summer",1736938200,"Emergent Macrophyte"
81,"Rotoiti",54730,"81_0",-38.05074,176.4181,NA,"Sandy",2025-01-16 14:52:00,"Rain",3.5,1,1,31.7269199784361,201.736500112727,174.996338543086,0.11428810549128,"Kakahi",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,1,0.1,100,"Native forest",100,0,0,0,0,0,10,90,0,0,0,NA,21,9.36,105,142.7,155.786026200873,8.65,1,"Hornwort",20,NA,0,0,0,0,207,0,0,6,1,0,1,0,0,51.75,0,0,1.5,0.25,0,0.25,0,0,138.5,0,0,0,0,0,3.25,0,0,554,NA,NA,0,0,NA,13,NA,NA,NA,NA,NA,NA,700,NA,104,NA,NA,184.666666666667,NA,NA,NA,NA,NA,13,NA,NA,207,NA,NA,6,1,NA,1,NA,NA,554,NA,NA,0,0,NA,13,NA,NA,4,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,700,NA,104,NA,NA,NA,NA,NA,NA,700,NA,104,NA,NA,71,NA,NA,NA,NA,NA,13,NA,NA,310,NA,NA,NA,NA,NA,13,NA,NA,4,2,0,0,1,1,1,0,1,0,0,4,0,0,0,0,0,0,1,4,0,0.157594875373921,21,"21_0","0",2025-01-16,"14:52:00",2025,"Jan",16,"Summer",1737039120,"Sandy"
82,"Rotoiti",54730,"82_0",-38.04471,176.3388,NA,"Sandy",2025-01-15 10:20:00,"Sunny",3.5,1,1,81.1704431379574,1367.54466670901,1366.67904264963,0.0146340138217275,"Kakahi",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,0.55,0.055,90,"Weeds",0,0,0,0,0,0,5,90,0,0,5,NA,21.2,10.42,117.5,152.8,166.05085850902,8.8,0,NA,10,NA,4,0,0,0,0,8,0,222,0,0,0,0,0,0,2,0,55.5,0,0,0,0,0,1237,151.25,0,55,0,0,0,0,0,4948,605,NA,220,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,260.9,75.625,NA,220,NA,NA,NA,NA,NA,0,8,NA,222,NA,NA,NA,NA,NA,4948,605,NA,220,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,30,12,NA,220,NA,NA,NA,NA,NA,590,186,NA,220,NA,NA,NA,NA,NA,2,8,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0.0615987766815809,22,"22_0","0",2025-01-15,"10:20:00",2025,"Jan",15,"Summer",1736936400,"Sandy"
83,"Rotoiti",54730,"83_0",-38.01494,176.3882,NA,"Rocky",2025-01-16 12:40:00,"Rain",3.5,1,1,16.5017772484988,56.6721201555145,56.312002703404,0.355164068757068,"Little cliff",33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,NA,1.3,0.13,20,"Native forest",100,0,0,0,0,30,0,70,0,0,0,0,20.7,9.61,107.3,144.5,158.843574804881,8.86,0,NA,0,NA,0,0,0,0,108,1,0,7,0,0,0,0,4,27,0.25,0,1.75,0,0,0,0,1,101.75,11.25,0,0,0,0,0,0,0,407,45,NA,0,NA,NA,NA,NA,0,NA,125,NA,NA,NA,NA,NA,NA,295,203.5,45,NA,NA,NA,NA,NA,NA,NA,108,1,NA,7,NA,NA,NA,NA,4,407,45,NA,0,NA,NA,NA,NA,0,4,4,NA,4,NA,NA,NA,NA,4,NA,125,NA,NA,NA,NA,NA,NA,209,NA,125,NA,NA,NA,NA,NA,NA,337,136,45,NA,NA,NA,NA,NA,NA,NA,271,45,NA,NA,NA,NA,NA,NA,NA,4,5,0,0,1,1,0,1,0,1,0,4,0,0,1,0,0,0,2,5,1,0.302997666536485,23,"23_0","0",2025-01-16,"12:40:00",2025,"Jan",16,"Summer",1737031200,"Rocky"
84,"Rotoiti",54730,"84_0",-38.02867,176.3724,NA,"Sandy",2025-01-15 11:57:00,"Sunny",3.5,1,1,112.232822120845,260.512701999589,259.786453789301,0.0769863082092068,NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",4.1,"Eutrophic",24.8,NA,1,3.5,0.65,0.065,100,"Native forest",100,0,0,0,0,10,0,90,0,0,0,NA,22.6,10.64,123.3,150.4,158.38247683235,9.02,0,NA,3,NA,0,0,0,0,5,3,0,4,0,0,0,0,0,1.25,0.75,0,1,0,0,0,0,0,178.25,69.25,0,0,0,0,0,0,0,713,277,NA,0,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,356.5,92.3333333333333,NA,NA,NA,NA,NA,NA,NA,5,3,NA,4,NA,NA,NA,NA,NA,713,277,NA,0,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,154,16,NA,NA,NA,NA,NA,NA,NA,559,190,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,2,1,0.0445502474723154,24,"24_0","0",2025-01-15,"11:57:00",2025,"Jan",15,"Summer",1736942220,"Sandy"
85,"Rotoehu",40188,"85_0",-38.01509,176.5379,NA,"Sandy",2024-12-10 10:45:00,"Sunny",3.4,1,1,110.338362712395,NA,109.762152541457,0.0455530425035306,NA,7926889.28599053,39745.7375539529,7.92688928599053,39.7457375539529,49.2,8,13.5,0.061,295,"Polymictic",4.3,"Eutrophic",16.9,NA,1,NA,0.9,0.09,100,NA,100,20,0,0,0,0,10,90,0,0,0,NA,21.2,9.2,103.8,423.8,460.552053901326,8.56,0,NA,20,NA,0,0,0,0,38,22,2,65,0,0,0,0,0,9.5,5.5,0.5,16.25,0,0,0,0,0,321.75,395.75,9.25,109.5,0,0,0,0,0,1287,1583,37,438,NA,NA,NA,NA,NA,41.5212121212121,130.181818181818,25.72,NA,NA,NA,NA,NA,NA,19.0351351351351,71.9545454545455,18.5,219,NA,NA,NA,NA,NA,38,22,2,65,NA,NA,NA,NA,NA,1287,1583,37,438,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,27,42,20.09,NA,NA,NA,NA,NA,NA,75,190,31.35,NA,NA,NA,NA,NA,NA,1.24242424242424,1,9,77,NA,NA,NA,NA,NA,520,193,28,361,NA,NA,NA,NA,NA,4,24,1,0,1,1,0,1,0,0,0,43,0,0,0,0,16,0,2,59,0,0.0453151549206224,25,"25_0","0",2024-12-10,"10:45:00",2024,"Dec",10,"Summer",1733827500,"Sandy"
86,"Rotoehu",40188,"86_0",-38.00063,176.5327,NA,"Emergent Macrophyte",2024-12-10 11:30:00,"Sunny",4,1,1,29.7909216149725,NA,29.608065140077,0.168872905958049,NA,7926889.28599053,39745.7375539529,7.92688928599053,39.7457375539529,49.2,8,13.5,0.061,295,"Polymictic",4.3,"Eutrophic",16.9,NA,1,4,0.79,0.079,10,"dead manuka",0,0,0,0,0,0,0,0,0,100,0,NA,21.9,11.12,127,427.3,457.054230398973,8.91,0,NA,5,NA,30,0,0,100,0,22,0,10,0,0,0,0,0,0,5.5,0,2.5,0,0,0,0,0,109.25,217.5,0,3.25,0,0,0,0,0,437,870,NA,13,NA,NA,NA,NA,NA,NA,89.5454545454545,NA,NA,NA,NA,NA,NA,NA,128.5,39.5454545454545,NA,13,NA,NA,NA,NA,NA,0,22,NA,10,NA,NA,NA,NA,NA,437,870,NA,13,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,35,1,NA,13,NA,NA,NA,NA,NA,325,225,NA,13,NA,NA,NA,NA,NA,2,22,0,0,1,1,0,1,0,0,0,36,8,0,0,0,3,0,3,47,0,0.167836365206207,26,"26_0","0",2024-12-10,"11:30:00",2024,"Dec",10,"Summer",1733830200,"Emergent Macrophyte"
